StoreKey,GeographyKey,StoreManager,StoreType,StoreName,Status,OpenDate,CloseDate,EntityKey,StorePhone,StoreFax,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,ImageUrl,EmployeeKey
180,892,195,Almacén,Almacén en Norfolk de Contoso,Activado,2004-08-25,2090-12-31,814,712-555-0170,712-555-0170,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,195
181,946,196,Almacén,Almacén en Virginia Beach de Contoso,Activado,2004-10-26,2090-12-31,815,753-555-0129,753-555-0129,Not Yet Closed,19,455,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,196
182,951,197,Almacén,Almacén en Winchester de Contoso,Activado,2004-11-27,2090-12-31,816,654-555-0177,654-555-0177,Not Yet Closed,33,560,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,197
183,784,111,Almacén,Almacén en Anchorage de Contoso,Activado,2004-12-02,2090-12-31,817,110-555-0115,110-555-0115,Not Yet Closed,47,1125,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,111
184,783,198,Almacén,Almacén en Alejandría de Contoso,Desactivado,2004-11-06,2009-07-12,818,822-555-0145,822-555-0145,Relocation,22,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,198
185,921,199,Almacén,Almacén en Roanoke de Contoso,Activado,2004-10-17,2090-12-31,819,559-555-0175,559-555-0175,Not Yet Closed,17,462,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,199
186,811,200,Almacén,Almacén en Charlottesville de Contoso,Activado,2004-02-18,2090-12-31,820,751-555-0134,751-555-0134,Not Yet Closed,25,700,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,200
187,833,201,Almacén,Almacén en Fredericksburg de Contoso,Activado,2004-02-19,2090-12-31,821,319-555-0126,319-555-0126,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,201
188,873,202,Almacén,Almacén en Martinsville de Contoso,Activado,2004-02-20,2090-12-31,822,809-555-0133,809-555-0133,Not Yet Closed,19,455,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,202
189,841,203,Almacén,Almacén en Greenville de Contoso,Activado,2004-02-21,2090-12-31,823,517-555-0122,517-555-0122,Not Yet Closed,33,560,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,203
190,810,204,Almacén,Almacén en Charleston de Contoso,Activado,2004-02-22,2090-12-31,824,552-555-0111,552-555-0111,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,204
191,785,205,Almacén,Almacén en Annapolis de Contoso,Activado,2004-01-17,2090-12-31,825,908-555-0159,908-555-0159,Not Yet Closed,22,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,205
192,794,206,Almacén,Almacén en Baltimore de Contoso,Activado,2004-02-18,2090-12-31,826,508-555-0129,508-555-0129,Not Yet Closed,17,460,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,206
193,850,207,Almacén,Almacén en Howard de Contoso,Activado,2004-03-19,2090-12-31,827,167-555-0139,167-555-0139,Not Yet Closed,25,700,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,207
194,920,208,Almacén,Almacén en Ridgely de Contoso,Activado,2004-04-20,2090-12-31,828,310-555-0133,310-555-0133,Not Yet Closed,25,700,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,208
195,915,209,Almacén,Almacén en Queen Anne's County de Contoso,Activado,2004-05-21,2090-12-31,829,106-555-0120,106-555-0120,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,209
196,905,210,Almacén,Almacén en Parkville de Contoso,Activado,2004-06-22,2090-12-31,830,949-555-0174,949-555-0174,Not Yet Closed,19,455,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,210
197,792,211,Almacén,Almacén en Back River de Contoso,Activado,2004-07-23,2090-12-31,831,955-555-0131,955-555-0131,Not Yet Closed,33,560,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,211
198,835,77,Almacén,Almacén en North Harford de Contoso,Activado,2004-08-24,2090-12-31,832,817-555-0186,817-555-0186,Not Yet Closed,47,1125,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,77
199,800,212,En línea,Tienda en línea en Norteamérica de Contoso,Activado,2004-08-25,2090-12-31,59,450-555-0152,450-555-0152,Not Yet Closed,325,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,212
200,894,213,Catálogo,Almacén de catálogo de Contoso,Activado,2004-10-26,2090-12-31,58,278-555-0118,278-555-0118,Not Yet Closed,120,462,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,213
201,506,219,Almacén,Almacén en Londres de Contoso,Activado,2004-11-27,2090-12-31,833,927-555-0168,927-555-0168,Not Yet Closed,17,462,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,219
202,748,220,Almacén,Almacén en Edimburgo de Contoso,Activado,2004-08-02,2090-12-31,834,296-555-0121,296-555-0121,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,220
203,751,221,Almacén,Almacén en Glasgow de Contoso,Activado,2007-08-16,2090-12-31,835,289-555-0196,289-555-0196,Not Yet Closed,26,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,221
204,576,222,Almacén,Almacén en York de Contoso,Activado,2004-08-27,2090-12-31,836,848-555-0163,848-555-0163,Not Yet Closed,78,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,222
205,742,223,Almacén,Almacén en Carlisle de Contoso,Activado,2004-05-18,2090-12-31,837,165-555-0113,165-555-0113,Not Yet Closed,23,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,223
206,761,224,Almacén,Almacén en Manchester de Contoso,Activado,2004-06-19,2090-12-31,838,869-555-0125,869-555-0125,Not Yet Closed,11,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,224
207,755,225,Almacén,Almacén en Lancashire de Contoso,Activado,2004-07-20,2090-12-31,839,393-555-0186,393-555-0186,Not Yet Closed,36,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,225
208,781,226,Almacén,Almacén en West Yorkshire de Contoso,Activado,2004-03-21,2090-12-31,840,318-555-0137,318-555-0137,Not Yet Closed,90,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,226
209,738,227,Almacén,Almacén en Baildon de Contoso,Activado,2004-09-22,2090-12-31,841,138-555-0118,138-555-0118,Not Yet Closed,32,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,227
210,743,228,Almacén,Almacén en Cheshire de Contoso,Activado,2004-04-23,2090-12-31,842,663-555-0172,663-555-0172,Not Yet Closed,18,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,228
211,774,229,Almacén,Almacén en Stockport de Contoso,Activado,2004-11-24,2090-12-31,843,224-555-0187,224-555-0187,Not Yet Closed,34,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,229
212,651,230,Almacén,Almacén en Liverpool de Contoso,Activado,2004-03-02,2090-12-31,844,313-555-0196,313-555-0196,Not Yet Closed,64,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,230
213,753,231,Almacén,Almacén en Knotty Ash de Contoso,Activado,2004-03-26,2090-12-31,845,785-555-0132,785-555-0132,Not Yet Closed,24,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,231
214,501,232,Almacén,Almacén en Leeds de Contoso,Activado,2004-06-27,2090-12-31,846,407-555-0165,407-555-0165,Not Yet Closed,25,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,232
215,529,233,Almacén,Almacén en París de Contoso,Activado,2004-03-28,2090-12-31,847,139-555-0131,139-555-0131,Not Yet Closed,12,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,233
216,762,234,Almacén,Almacén en Marsella de Contoso,Activado,2008-04-29,2090-12-31,854,142-555-0139,142-555-0139,Not Yet Closed,13,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,234
217,759,235,Almacén,Almacén en Lyon de Contoso,Activado,2004-08-30,2090-12-31,855,207-555-0192,207-555-0192,Not Yet Closed,15,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,235
218,777,236,Almacén,Almacén en Toulouse de Contoso,Activado,2004-09-11,2090-12-31,856,575-555-0126,575-555-0126,Not Yet Closed,23,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,236
219,767,237,Almacén,Almacén en Niza de Contoso,Activado,2004-02-02,2090-12-31,857,315-555-0144,315-555-0144,Not Yet Closed,32,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,237
220,766,238,Almacén,Almacén en Nantes de Contoso,Activado,2004-08-03,2090-12-31,858,991-555-0184,991-555-0184,Not Yet Closed,11,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,238
221,775,239,Almacén,Almacén en Estrasburgo de Contoso,Activado,2004-09-04,2090-12-31,859,310-555-0117,310-555-0117,Not Yet Closed,10,630,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,239
222,771,240,Almacén,Almacén en Roma de Contoso,Activado,2007-10-05,2090-12-31,860,927-555-0150,927-555-0150,Not Yet Closed,43,490,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,240
223,779,241,Almacén,Almacén en Venecia de Contoso,Activado,2009-07-06,2090-12-31,861,330-555-2568,330-555-2568,Not Yet Closed,11,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,241
224,749,242,Almacén,Almacén en Florencia de Contoso,Activado,2004-12-07,2090-12-31,862,110-555-0112,110-555-0112,Not Yet Closed,45,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,242
225,776,243,Almacén,Almacén en Turín de Contoso,Activado,2004-03-18,2090-12-31,863,931-555-0118,931-555-0118,Not Yet Closed,24,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,243
226,763,244,Almacén,Almacén en Milán de Contoso,Activado,2004-04-09,2090-12-31,864,202-555-0187,202-555-0187,Not Yet Closed,23,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,244
227,884,245,Almacén,Almacén en Nápoles de Contoso,Activado,2004-03-02,2090-12-31,865,492-555-0174,492-555-0174,Not Yet Closed,13,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,245
228,586,246,Almacén,Almacén en Berlín de Contoso,Activado,2008-10-09,2090-12-31,866,730-555-0117,730-555-0117,Not Yet Closed,13,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,246
230,754,247,Almacén,Contoso koln No.2 almacén,Activado,2004-05-15,2090-12-31,868,916-555-0165,916-555-0165,Not Yet Closed,25,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,247
231,752,248,Almacén,Almacén en Hofheim de Contoso,Activado,2004-06-17,2090-12-31,869,405-555-0171,405-555-0171,Not Yet Closed,25,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,248
232,754,249,Almacén,Almacén de Contoso koln n.º 1,Activado,2004-07-29,2090-12-31,870,583-555-0182,583-555-0182,Not Yet Closed,35,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,249
233,756,250,Almacén,Almacén en Landstuhl de Contoso,Activado,2004-08-20,2090-12-31,871,447-555-0186,447-555-0186,Not Yet Closed,21,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,250
234,747,251,Almacén,Almacén en Dusseldorf de Contoso,Activado,2007-09-12,2090-12-31,872,283-555-0185,283-555-0185,Not Yet Closed,24,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,251
235,770,252,Almacén,Almacén en Ramstein de Contoso,Activado,2004-08-13,2090-12-31,873,555-555-0113,555-555-0113,Not Yet Closed,15,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,252
236,739,253,Almacén,Almacén en Baumholder de Contoso,Activado,2004-06-25,2090-12-31,874,733-555-0128,733-555-0128,Not Yet Closed,28,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,253
237,750,254,Almacén,Almacén en Giebelstadt de Contoso,Activado,2004-12-26,2090-12-31,875,264-555-0150,264-555-0150,Not Yet Closed,15,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,254
238,769,255,Almacén,Almacén en Obamberg de Contoso,Activado,2004-05-27,2090-12-31,876,520-555-0177,520-555-0177,Not Yet Closed,29,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,255
239,765,256,Almacén,Almacén en Munich de Contoso,Activado,2006-02-28,2090-12-31,877,497-555-0181,497-555-0181,Not Yet Closed,18,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,256
240,736,257,Almacén,Almacén en Ámsterdam de Contoso,Activado,2004-03-29,2090-12-31,878,230-555-0144,230-555-0144,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,257
241,745,258,Almacén,Almacén en Copenhague de Contoso,Activado,2004-04-30,2090-12-31,879,123-555-0167,123-555-0167,Not Yet Closed,25,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,258
242,773,259,Almacén,Almacén en Estocolmo de Contoso,Activado,2004-05-31,2090-12-31,880,208-555-0114,208-555-0114,Not Yet Closed,33,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,259
243,760,260,Almacén,Almacén en Madrid de Contoso,Activado,2004-03-01,2090-12-31,881,166-555-0156,166-555-0156,Not Yet Closed,35,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,260
244,758,261,Almacén,Almacén en Liubliana de Contoso,Activado,2004-07-02,2090-12-31,882,129-555-0199,129-555-0199,Not Yet Closed,36,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,261
245,741,262,Almacén,Almacén en Bucarest de Contoso,Activado,2004-05-19,2090-12-31,883,163-555-0147,163-555-0147,Not Yet Closed,25,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,262
246,740,263,Almacén,Almacén en Berne de Contoso,Activado,2004-04-20,2090-12-31,884,590-555-0152,590-555-0152,Not Yet Closed,53,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,263
247,780,264,Almacén,Almacén en Varsovia de Contoso,Activado,2004-09-04,2090-12-31,885,680-555-0118,680-555-0118,Not Yet Closed,15,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,264
248,778,265,Almacén,Almacén en Valletta de Contoso,Activado,2004-02-19,2090-12-31,886,265-555-0195,265-555-0195,Not Yet Closed,42,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,265
249,746,266,Almacén,Almacén en Dublín de Contoso,Activado,2006-02-20,2090-12-31,887,720-555-0158,720-555-0158,Not Yet Closed,55,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,266
250,737,267,Almacén,Almacén en Atenas de Contoso,Activado,2004-04-17,2090-12-31,888,237-555-0128,237-555-0128,Not Yet Closed,15,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,267
251,728,268,Almacén,Almacén en Singapur de Contoso,Activado,2004-04-22,2090-12-31,848,842-555-0158,842-555-0158,Not Yet Closed,27,480,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,268
252,713,296,Almacén,Almacén en Canberra de Contoso,Activado,2005-11-17,2090-12-31,889,413-555-0124,413-555-0124,Not Yet Closed,28,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,296
253,558,294,Almacén,Almacén nº 1 en Sidney de Contoso,Activado,2005-06-27,2090-12-31,890,203-555-0196,203-555-0196,Not Yet Closed,20,480,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,294
254,734,295,Almacén,Almacén en Ereván de Contoso,Activado,2004-03-28,2090-12-31,891,919-555-0140,919-555-0140,Not Yet Closed,15,480,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,295
255,723,269,Almacén,Almacén en Nueva Delhi de Contoso,Activado,2004-04-29,2090-12-31,892,153-555-0166,153-555-0166,Not Yet Closed,29,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,269
256,721,270,Almacén,Almacén en Bombay de Contoso,Activado,2004-07-30,2090-12-31,893,425-555-0117,425-555-0117,Not Yet Closed,35,480,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,270
257,718,271,Almacén,Almacén en Calcuta de Contoso,Activado,2005-06-11,2090-12-31,894,491-555-0183,491-555-0183,Not Yet Closed,35,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,271
258,731,272,Almacén,Almacén nº 1 en Thimphu de Contoso,Activado,2009-07-02,2090-12-31,895,295-555-0161,295-555-0161,Not Yet Closed,35,480,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,272
259,716,273,Almacén,Almacén nº 1 en Hong Kong de Contoso,Activado,2004-08-03,2090-12-31,896,500-555-0172,500-555-0172,Not Yet Closed,35,480,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,273
260,730,274,Almacén,Almacén nº 1 en Teherán de Contoso,Activado,2004-09-04,2090-12-31,897,325-555-0137,325-555-0137,Not Yet Closed,35,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,274
261,714,275,Almacén,Almacén nº 1 en Damasco de Contoso,Activado,2007-10-05,2090-12-31,898,582-555-0148,582-555-0148,Not Yet Closed,35,480,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,275
262,709,276,Almacén,Almacén nº 1 en Bangkok de Contoso,Activado,2008-11-06,2090-12-31,899,961-555-0122,961-555-0122,Not Yet Closed,62,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,276
263,764,277,Almacén,Almacén nº 1 en Moscú de Contoso,Activado,2004-06-07,2090-12-31,900,254-555-0114,254-555-0114,Not Yet Closed,65,480,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,277
264,708,278,Almacén,Almacén nº 1 en Asjabad de Contoso,Activado,2004-01-18,2090-12-31,901,521-555-0113,521-555-0113,Not Yet Closed,68,480,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,278
265,717,279,Almacén,Almacén nº 1 en Islamabad de Contoso,Activado,2004-02-09,2090-12-31,902,306-555-0186,306-555-0186,Not Yet Closed,71,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,279
267,732,281,Almacén,Almacén nº 1 en Tokio de Contoso,Activado,2004-04-02,2090-12-31,904,539-555-0149,539-555-0149,Not Yet Closed,68,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,281
268,732,281,Almacén,Almacén nº 2 en Tokio de Contoso,Activado,2006-04-19,2090-12-31,905,228-555-0159,228-555-0159,Not Yet Closed,68,480,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,281
269,735,282,Almacén,Almacén en Yokohama de Contoso,Activado,2004-05-15,2090-12-31,906,151-555-0113,151-555-0113,Not Yet Closed,77,480,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,282
270,724,283,Almacén,Almacén nº 1 en Osaka de Contoso,Activado,2005-06-17,2090-12-31,907,295-555-0161,295-555-0161,Not Yet Closed,80,480,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,283
