ProductKey,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,Status
1219,Fabrikam   Home and Vacation Moviemaker 2/3'' 17mm M103 Negro,Fabrikam   Home and Vacation Moviemaker 2/3'' 17mm M103 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,3,Product0405076,2,Negro,"2,5",kilogramos,1,centímetros,3,Bajo,"305,81","665,00",2007-11-30,Off
1220,"Fabrikam   Cinematógrafo de presupuesto 1 "" 25 mm E400 Negro","Fabrikam   Cinematógrafo de presupuesto 1 "" 25 mm E400 Negro",27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405077,2,Negro,"2,2",kilogramos,1,centímetros,3,Bajo,"230,44","452,00",2007-12-01,Off
1221,"Fabrikam   Cinematógrafo de presupuesto 1/2 "" 3 mm E300 Negro","Fabrikam   Cinematógrafo de presupuesto 1/2 "" 3 mm E300 Negro",27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405078,2,Negro,"1,5",kilogramos,1,centímetros,3,Bajo,"245,74","482,00",2006-08-23,Off
1222,"Fabrikam   Cinematógrafo de presupuesto 1/3 "" 216 mm E200 Negro","Fabrikam   Cinematógrafo de presupuesto 1/3 "" 216 mm E200 Negro",27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,4,Product0405079,2,Negro,"2,9",kilogramos,1,centímetros,3,Bajo,"219,74","431,00",2007-11-15,Off
1223,"Fabrikam   Cinematógrafo de presupuesto 2/3 "" 17 mm E100 Negro","Fabrikam   Cinematógrafo de presupuesto 2/3 "" 17 mm E100 Negro",27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,5,Product0405080,2,Negro,"1,8",kilogramos,1,centímetros,3,Bajo,"234,52","460,00",2007-02-11,Off
1224,Fabrikam   Vanguardista 1 '' 25 mm X400 Negro,Fabrikam   Vanguardista 1 '' 25 mm X400 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,5,Product0405081,2,Negro,2,kilogramos,1,centímetros,3,Bajo,"341,26","1030,00",2007-04-01,Off
1225,Fabrikam   Vanguardista 1/2 '' 3 mm X300 Negro,Fabrikam   Vanguardista 1/2 '' 3 mm X300 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405082,2,Negro,"2,3",kilogramos,1,centímetros,3,Bajo,"331,32","1000,00",2007-05-01,Off
1226,Fabrikam   Vanguardista 1/3 '' 216 mm X200 Negro,Fabrikam   Vanguardista 1/3 '' 216 mm X200 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405083,2,Negro,"2,4",kilogramos,1,centímetros,3,Bajo,"330,99","999,00",2007-08-08,Off
1227,Fabrikam   Vanguardista 2/3 '' 17 mm X100 Negro,Fabrikam   Vanguardista 2/3 '' 17 mm X100 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,2,Product0405084,2,Negro,"1,7",kilogramos,1,centímetros,3,Bajo,"327,34","988,00",2007-04-03,Off
1228,Fabrikam   Cineasta independiente 1 '' 25 mm X400 Negro,Fabrikam   Cineasta independiente 1 '' 25 mm X400 Negro,27,"Fabrikam, Inc.",Fabrikam  ,3,Deluxe,2,Product0405085,2,Negro,"2,4",kilogramos,1,centímetros,3,Bajo,"536,74","1620,00",2007-01-12,Off
1229,Fabrikam   Cineasta independiente 1/2 '' 3 mm X300 Negro,Fabrikam   Cineasta independiente 1/2 '' 3 mm X300 Negro,27,"Fabrikam, Inc.",Fabrikam  ,3,Deluxe,3,Product0405086,2,Negro,"1,5",kilogramos,1,centímetros,3,Bajo,"516,86","1560,00",2007-03-05,Off
1230,"Fabrikam   Cineasta independiente 1/3 '' 8,5 mm X200 Negro","Fabrikam   Cineasta independiente 1/3 '' 8,5 mm X200 Negro",27,"Fabrikam, Inc.",Fabrikam  ,3,Deluxe,1,Product0405087,2,Negro,"2,9",kilogramos,1,centímetros,3,Bajo,"506,92","1530,00",2007-07-06,Off
1231,Fabrikam   Cineasta independiente 2/3 '' 17 mm X100 Negro,Fabrikam   Cineasta independiente 2/3 '' 17 mm X100 Negro,27,"Fabrikam, Inc.",Fabrikam  ,3,Deluxe,1,Product0405088,2,Negro,"1,8",kilogramos,1,centímetros,3,Bajo,"496,98","1500,00",2007-04-21,Off
1232,Fabrikam   Filmador comercial 1 pulgada 25 mm M600 Negro,Fabrikam   Filmador comercial 1 pulgada 25 mm M600 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,5,Product0405089,2,Negro,2,kilogramos,1,centímetros,3,Bajo,"408,36","888,00",2007-02-14,Off
1233,Fabrikam   Filmador comercial 1/2 pulgada 3 mm M500 Negro,Fabrikam   Filmador comercial 1/2 pulgada 3 mm M500 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,5,Product0405090,2,Negro,"2,3",kilogramos,1,centímetros,3,Bajo,"403,76","878,00",2008-12-01,Off
1234,Fabrikam   Filmador comercial 1/3 pulgada 8.5 mm M380 Negro,Fabrikam   Filmador comercial 1/3 pulgada 8.5 mm M380 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405091,2,Negro,"2,4",kilogramos,1,centímetros,3,Bajo,"393,64","856,00",2007-07-07,Off
1235,Fabrikam   Filmador comercial 2/3 pulgada 17 mm M280 Negro,Fabrikam   Filmador comercial 2/3 pulgada 17 mm M280 Negro,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405092,2,Negro,"1,7",kilogramos,1,centímetros,3,Bajo,"385,37","838,00",2007-02-24,Off
1236,Fabrikam   Social Videographer 1'' 25mm E400 Negro,Fabrikam   Social Videographer 1'' 25mm E400 Negro,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,1,Product0405093,2,Negro,"2,5",kilogramos,1,centímetros,3,Bajo,"95,85","188,00",2007-05-19,Off
1237,Fabrikam   Videógrafo social 1/2 '' 3 mm E300 Negro,Fabrikam   Videógrafo social 1/2 '' 3 mm E300 Negro,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,3,Product0405094,2,Negro,"1,8",kilogramos,1,centímetros,3,Bajo,"90,75","178,00",2007-05-08,Off
1238,Fabrikam   Videógrafo social 1/3 '' 8.5 mm E200 Negro,Fabrikam   Videógrafo social 1/3 '' 8.5 mm E200 Negro,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,3,Product0405095,2,Negro,2,kilogramos,1,centímetros,3,Bajo,"85,65","168,00",2007-03-08,Off
1239,Fabrikam   Videógrafo social 2/3 '' 17 mm E100 Negro,Fabrikam   Videógrafo social 2/3 '' 17 mm E100 Negro,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,3,Product0405096,2,Negro,"2,3",kilogramos,1,centímetros,3,Bajo,"80,55","158,00",2007-08-01,Off
1240,Fabrikam   Filmador comercial 1/2 pulgada 3 mm M500 Blanco,Fabrikam   Filmador comercial 1/2 pulgada 3 mm M500 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,2,Product0405097,8,Blanco,"2,5",kilogramos,1,centímetros,3,Bajo,"403,76","878,00",2008-12-01,Off
1241,Fabrikam   Filmador comercial 1/3 pulgada 8.5 mm M380 Blanco,Fabrikam   Filmador comercial 1/3 pulgada 8.5 mm M380 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405098,8,Blanco,"2,2",kilogramos,1,centímetros,3,Bajo,"393,64","856,00",2007-07-07,Off
1242,Fabrikam   Filmador comercial 2/3 pulgada 17 mm M280 Blanco,Fabrikam   Filmador comercial 2/3 pulgada 17 mm M280 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,2,Normal,1,Product0405099,8,Blanco,"1,5",kilogramos,1,centímetros,3,Bajo,"385,37","838,00",2007-02-24,Off
1243,Fabrikam   Social Videographer 1'' 25mm E400 Blanco,Fabrikam   Social Videographer 1'' 25mm E400 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,1,Product0405100,8,Blanco,"2,9",kilogramos,1,centímetros,3,Bajo,"95,85","188,00",2007-05-19,Off
1244,Fabrikam   Videógrafo social 1/2 '' 3 mm E300 Blanco,Fabrikam   Videógrafo social 1/2 '' 3 mm E300 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,1,Product0405101,8,Blanco,"1,8",kilogramos,1,centímetros,3,Bajo,"90,75","178,00",2007-05-08,Off
1245,Fabrikam   Videógrafo social 1/3 '' 8.5 mm E200 Blanco,Fabrikam   Videógrafo social 1/3 '' 8.5 mm E200 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,5,Product0405102,8,Blanco,2,kilogramos,1,centímetros,3,Bajo,"85,65","168,00",2007-03-08,Off
1246,Fabrikam   Videógrafo social 2/3 '' 17 mm E100 Blanco,Fabrikam   Videógrafo social 2/3 '' 17 mm E100 Blanco,27,"Fabrikam, Inc.",Fabrikam  ,1,Economía,5,Product0405103,8,Blanco,"2,9",kilogramos,1,centímetros,3,Bajo,"80,55","158,00",2007-08-01,Off
1247,Contoso Paquete de batería Li-ion recargable E300 Plata,Contoso Paquete de batería Li-ion recargable E300 Plata,28,"Contoso, Ltd",Contoso,1,Economía,5,Product0406001,7,Plata,"3,5",gramos,1,centímetros,1,Alto,"25,49","49,99",2005-01-25,Activad
1248,Contoso Paquete de batería Li-ion recargable E300 Negro,Contoso Paquete de batería Li-ion recargable E300 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406002,2,Negro,"3,8",gramos,1,centímetros,1,Alto,"25,49","49,99",2005-01-25,Activad
1249,Contoso Paquete de batería Li-ion recargable E300 Blanco,Contoso Paquete de batería Li-ion recargable E300 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,5,Product0406003,8,Blanco,2,gramos,1,centímetros,1,Alto,"25,49","49,99",2005-01-25,Activad
1250,Contoso Cargador de viaje para batería serie S E302 Plata,Contoso Cargador de viaje para batería serie S E302 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406004,7,Plata,"2,5",gramos,1,centímetros,1,Alto,"30,58","59,99",2006-03-04,Activad
1251,Contoso Cargador de viaje para batería serie S E302 Negro,Contoso Cargador de viaje para batería serie S E302 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406005,2,Negro,"16,5",gramos,1,centímetros,1,Alto,"30,58","59,99",2006-03-04,Activad
1252,Contoso Cargador de viaje para batería serie S E302 Blanco,Contoso Cargador de viaje para batería serie S E302 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406006,8,Blanco,4,gramos,1,centímetros,1,Alto,"30,58","59,99",2006-03-04,Activad
1253,Contoso Bolsa de transporte genérica E304 Plata,Contoso Bolsa de transporte genérica E304 Plata,28,"Contoso, Ltd",Contoso,1,Economía,3,Product0406007,7,Plata,4,gramos,1,centímetros,1,Alto,"10,19","19,99",2007-05-19,Activad
1254,Contoso Bolsa de transporte genérica E304 Negro,Contoso Bolsa de transporte genérica E304 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406008,2,Negro,"4,7",gramos,1,centímetros,1,Alto,"10,19","19,99",2007-05-19,Activad
1255,Contoso Bolsa de transporte genérica E304 Blanco,Contoso Bolsa de transporte genérica E304 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,4,Product0406009,8,Blanco,"3,6",gramos,1,centímetros,1,Alto,"10,19","19,99",2007-05-19,Activad
1256,Contoso Bolsa de transporte genérica E304 Azul,Contoso Bolsa de transporte genérica E304 Azul,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406010,3,Azul,"4,5",gramos,1,centímetros,1,Alto,"10,19","19,99",2007-05-19,Activad
1258,Contoso Adaptador de cámaras digitales Cyber-shot E306 Azul,Contoso Adaptador de cámaras digitales Cyber-shot E306 Azul,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406012,3,Azul,"14,1",gramos,1,centímetros,1,Alto,"20,39","39,99",2008-08-08,Activad
1259,Contoso Adaptador de cámaras digitales Cyber-shot E306 Negro,Contoso Adaptador de cámaras digitales Cyber-shot E306 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406013,2,Negro,17,gramos,1,centímetros,1,Alto,"20,39","39,99",2008-08-08,Activad
1260,Contoso Cable de terminal de varios usos E308 Plata,Contoso Cable de terminal de varios usos E308 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406014,7,Plata,"6,2",gramos,1,centímetros,1,Alto,"18,86","36,99",2006-02-09,Activad
1261,Contoso Cable de terminal de varios usos E308 Blanco,Contoso Cable de terminal de varios usos E308 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,5,Product0406015,8,Blanco,"4,5",gramos,1,centímetros,1,Alto,"18,86","36,99",2006-02-09,Activad
1262,Contoso Cable de terminal de varios usos E308 Negro,Contoso Cable de terminal de varios usos E308 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406016,2,Negro,5,gramos,1,centímetros,1,Alto,"18,86","36,99",2006-02-09,Activad
1263,Contoso Paquete de batería recargable E310 Plata,Contoso Paquete de batería recargable E310 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406017,7,Plata,"3,9",gramos,1,centímetros,1,Alto,"35,68","69,99",2009-01-03,Activad
1264,Contoso Paquete de batería recargable E310 Negro,Contoso Paquete de batería recargable E310 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406018,2,Negro,"4,2",gramos,1,centímetros,1,Alto,"35,68","69,99",2009-01-03,Activad
1265,Contoso Paquete de batería recargable E310 Blanco,Contoso Paquete de batería recargable E310 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406019,8,Blanco,19,gramos,1,centímetros,1,Alto,"35,68","69,99",2009-01-03,Activad
1266,Contoso Funda E312 Plata,Contoso Funda E312 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406020,7,Plata,"3,5",gramos,1,centímetros,1,Alto,"25,47","49,96",2006-09-25,Activad
1267,Contoso Funda E312 Rosa,Contoso Funda E312 Rosa,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406021,10,Rosa,"4,1",gramos,1,centímetros,1,Alto,"25,47","49,96",2006-09-25,Activad
1268,Contoso Funda E312 Blanco,Contoso Funda E312 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406022,8,Blanco,5,gramos,1,centímetros,1,Alto,"25,47","49,96",2006-09-25,Activad
1269,Contoso Funda E312 Azul,Contoso Funda E312 Azul,28,"Contoso, Ltd",Contoso,1,Economía,3,Product0406023,3,Azul,"4,3",gramos,1,centímetros,1,Alto,"25,47","49,96",2006-09-25,Activad
1270,Contoso Correa para la tapa de la lente E314 Rosa,Contoso Correa para la tapa de la lente E314 Rosa,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406024,10,Rosa,"4,9",gramos,1,centímetros,1,Alto,"3,54","6,95",2007-04-06,Activad
1271,Contoso Correa para la tapa de la lente E314 Amarillo,Contoso Correa para la tapa de la lente E314 Amarillo,28,"Contoso, Ltd",Contoso,1,Economía,3,Product0406025,13,Amarillo,"5,3",gramos,1,centímetros,1,Alto,"3,54","6,95",2007-04-06,Activad
1272,Contoso Correa para la tapa de la lente E314 Blanco,Contoso Correa para la tapa de la lente E314 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,4,Product0406026,8,Blanco,"1,2",gramos,1,centímetros,1,Alto,"3,54","6,95",2007-04-06,Activad
1273,Contoso Correa para la tapa de la lente E314 Plata,Contoso Correa para la tapa de la lente E314 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406027,7,Plata,"4,7",gramos,1,centímetros,1,Alto,"3,54","6,95",2007-04-06,Activad
1274,Contoso Trípode ligero de cámaras digitales E316 Blanco,Contoso Trípode ligero de cámaras digitales E316 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,3,Product0406028,8,Blanco,"5,2",gramos,1,centímetros,1,Alto,"26,58","52,13",2008-08-09,Activad
1275,Contoso Trípode ligero de cámaras digitales E316 Negro,Contoso Trípode ligero de cámaras digitales E316 Negro,28,"Contoso, Ltd",Contoso,1,Economía,4,Product0406029,2,Negro,13,gramos,1,centímetros,1,Alto,"26,58","52,13",2008-08-09,Activad
1276,Contoso Trípode ligero de cámaras digitales E316 Rosa,Contoso Trípode ligero de cámaras digitales E316 Rosa,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406030,10,Rosa,"11,5",gramos,1,centímetros,1,Alto,"26,58","52,13",2008-08-09,Activad
1277,Contoso Trípode ligero de cámaras digitales E316 Plata,Contoso Trípode ligero de cámaras digitales E316 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406031,7,Plata,"1,6",gramos,1,centímetros,1,Alto,"26,58","52,13",2008-08-09,Activad
1278,Contoso Bolsa de transporte genérica blanda E318 Azul,Contoso Bolsa de transporte genérica blanda E318 Azul,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406032,3,Azul,"1,6",gramos,1,centímetros,1,Alto,"7,64","14,99",2009-01-01,Activad
1279,Contoso Bolsa de transporte genérica blanda E318 Negro,Contoso Bolsa de transporte genérica blanda E318 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406033,2,Negro,"2,6",gramos,1,centímetros,1,Alto,"7,64","14,99",2009-01-01,Activad
1280,Contoso Bolsa de transporte genérica blanda E318 Plata,Contoso Bolsa de transporte genérica blanda E318 Plata,28,"Contoso, Ltd",Contoso,1,Economía,3,Product0406034,7,Plata,"2,6",gramos,1,centímetros,1,Alto,"7,64","14,99",2009-01-01,Activad
1281,Contoso Bolsa de transporte genérica blanda E318 Blanco,Contoso Bolsa de transporte genérica blanda E318 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406035,8,Blanco,"2,9",gramos,1,centímetros,1,Alto,"7,64","14,99",2009-01-01,Activad
1282,Contoso Kit de cargador de batería mini E320 Red,Contoso Kit de cargador de batería mini E320 Red,28,"Contoso, Ltd",Contoso,1,Economía,5,Product0406036,6,Red,2,gramos,1,centímetros,1,Alto,"12,74","24,99",2006-03-07,Activad
1283,Contoso Kit de cargador de batería mini E320 Blanco,Contoso Kit de cargador de batería mini E320 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406037,8,Blanco,7,gramos,1,centímetros,1,Alto,"12,74","24,99",2006-03-07,Activad
1284,Contoso Kit de cargador de batería mini E320 Negro,Contoso Kit de cargador de batería mini E320 Negro,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406038,2,Negro,7,gramos,1,centímetros,1,Alto,"12,74","24,99",2006-03-07,Activad
1285,Contoso Kit de cargador de batería mini E320 Plata,Contoso Kit de cargador de batería mini E320 Plata,28,"Contoso, Ltd",Contoso,1,Economía,5,Product0406039,7,Plata,"3,3",gramos,1,centímetros,1,Alto,"12,74","24,99",2006-03-07,Activad
1286,Contoso Estuche para cinturón de piel auténtica E322 Negro,Contoso Estuche para cinturón de piel auténtica E322 Negro,28,"Contoso, Ltd",Contoso,1,Economía,2,Product0406040,2,Negro,"1,1",gramos,1,centímetros,1,Alto,"39,76","77,99",2007-04-08,Activad
1287,Contoso Estuche para cinturón de piel auténtica E322 Blanco,Contoso Estuche para cinturón de piel auténtica E322 Blanco,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406041,8,Blanco,"1,1",gramos,1,centímetros,1,Alto,"39,76","77,99",2007-04-08,Activad
1288,Contoso Estuche para cinturón de piel auténtica E322 Plata,Contoso Estuche para cinturón de piel auténtica E322 Plata,28,"Contoso, Ltd",Contoso,1,Economía,5,Product0406042,7,Plata,1,gramos,1,centímetros,1,Alto,"39,76","77,99",2007-04-08,Activad
1289,Contoso Estuche para cinturón de piel auténtica E322 Gris,Contoso Estuche para cinturón de piel auténtica E322 Gris,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406043,11,Gris,1,gramos,1,centímetros,1,Alto,"39,76","77,99",2007-04-08,Activad
1290,Contoso Lente de ampliación máxima de Contoso X300 Plata,Contoso Lente de ampliación máxima de Contoso X300 Plata,28,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0406044,7,Plata,1,gramos,1,centímetros,1,Alto,"121,45","366,55",2009-05-05,Activad
1291,Contoso Lente de ampliación máxima de Contoso X300 Blanco,Contoso Lente de ampliación máxima de Contoso X300 Blanco,28,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0406045,8,Blanco,"1,6",gramos,1,centímetros,1,Alto,"121,45","366,55",2009-05-05,Activad
1292,Contoso Lente de ampliación máxima de Contoso X300 Negro,Contoso Lente de ampliación máxima de Contoso X300 Negro,28,"Contoso, Ltd",Contoso,3,Deluxe,5,Product0406046,2,Negro,"1,6",gramos,1,centímetros,1,Alto,"121,45","366,55",2009-05-05,Activad
1293,Contoso Lentes de conversión de teleobjetivo X400 Plata,Contoso Lentes de conversión de teleobjetivo X400 Plata,28,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0406047,7,Plata,5,gramos,1,centímetros,1,Alto,"197,14","595,00",2009-04-17,Activad
1294,Contoso Lentes de conversión de teleobjetivo X400 Blanco,Contoso Lentes de conversión de teleobjetivo X400 Blanco,28,"Contoso, Ltd",Contoso,3,Deluxe,4,Product0406048,8,Blanco,"22,7",gramos,1,centímetros,1,Alto,"197,14","595,00",2009-04-17,Activad
1295,Contoso Lentes de conversión de teleobjetivo X400 Negro,Contoso Lentes de conversión de teleobjetivo X400 Negro,28,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0406049,2,Negro,1,gramos,1,centímetros,1,Alto,"197,14","595,00",2009-04-17,Activad
1296,Contoso Cable USB M250 Negro,Contoso Cable USB M250 Negro,28,"Contoso, Ltd",Contoso,2,Normal,5,Product0406050,2,Negro,"2,4",gramos,1,centímetros,1,Alto,"11,50","25,00",2006-03-03,Activad
1299,Contoso Cable USB M250 Azul,Contoso Cable USB M250 Azul,28,"Contoso, Ltd",Contoso,2,Normal,3,Product0406053,3,Azul,53,gramos,1,centímetros,1,Alto,"11,50","25,00",2006-03-03,Activad
1307,Contoso Adaptador de lente M450 Gris,Contoso Adaptador de lente M450 Gris,28,"Contoso, Ltd",Contoso,2,Normal,1,Product0406061,11,Gris,9,gramos,1,centímetros,1,Alto,"31,27","68,00",2006-05-25,Activad
1308,Contoso Cable USB de videocámara/cámara digital E324 Púrpura,Contoso Cable USB de videocámara/cámara digital E324 Púrpura,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406062,5,Púrpura,9,gramos,1,centímetros,1,Alto,"14,28","28,00",2006-05-02,Activad
1309,Contoso Cable USB de videocámara/cámara digital E324 Negro,Contoso Cable USB de videocámara/cámara digital E324 Negro,28,"Contoso, Ltd",Contoso,1,Economía,3,Product0406063,2,Negro,"1,9",gramos,1,centímetros,1,Alto,"14,28","28,00",2006-05-02,Activad
1310,Contoso Cable USB de videocámara/cámara digital E324 Plata,Contoso Cable USB de videocámara/cámara digital E324 Plata,28,"Contoso, Ltd",Contoso,1,Economía,1,Product0406064,7,Plata,6,gramos,1,centímetros,1,Alto,"14,28","28,00",2006-05-02,Activad
1314,Contoso Lente de conversión M550 Plata,Contoso Lente de conversión M550 Plata,28,"Contoso, Ltd",Contoso,2,Normal,1,Product0406068,7,Plata,"2,4",gramos,1,centímetros,1,Alto,"94,27","205,00",2009-06-07,Activad
1316,Contoso Teléfonos de una línea E10 Negro,Contoso Teléfonos de una línea E10 Negro,29,"Contoso, Ltd",Contoso,1,Economía,1,Product0501001,2,Negro,"5,5",kilogramos,1,centímetros,1,Alto,"5,09","9,99",2005-04-16,Off
1317,Contoso Sistema telefónico inalámbrico de dos auriculares E200 Negro,Contoso Sistema telefónico inalámbrico de dos auriculares E200 Negro,29,"Contoso, Ltd",Contoso,1,Economía,1,Product0501002,2,Negro,6,kilogramos,1,centímetros,1,Alto,"6,62","12,99",2006-02-05,Off
1318,Contoso Sistema telefónico inalámbrico de 3 auriculares E30 Negro,Contoso Sistema telefónico inalámbrico de 3 auriculares E30 Negro,29,"Contoso, Ltd",Contoso,1,Economía,1,Product0501003,2,Negro,"1,5",kilogramos,1,centímetros,1,Alto,"8,66","16,99",2005-01-03,Off
1319,Contoso Teléfonos multilínea M30 Negro,Contoso Teléfonos multilínea M30 Negro,29,"Contoso, Ltd",Contoso,2,Normal,2,Product0501004,2,Negro,"1,6",kilogramos,1,centímetros,1,Alto,"10,57","22,99",2006-07-13,Off
1320,Contoso Sistema de claves KSU M380 Negro,Contoso Sistema de claves KSU M380 Negro,29,"Contoso, Ltd",Contoso,2,Normal,1,Product0501005,2,Negro,"1,7",kilogramos,1,centímetros,1,Alto,"12,41","26,99",2004-04-16,Off
1321,Contoso Sistema híbrido M60 Negro,Contoso Sistema híbrido M60 Negro,29,"Contoso, Ltd",Contoso,2,Normal,1,Product0501006,2,Negro,"2,2",kilogramos,1,centímetros,1,Alto,"13,33","28,99",2006-03-02,Off
1322,Contoso Central de conmutación M88 Negro,Contoso Central de conmutación M88 Negro,29,"Contoso, Ltd",Contoso,2,Normal,3,Product0501007,2,Negro,"2,4",kilogramos,1,centímetros,1,Alto,"15,17","32,99",2007-11-13,Off
1323,Contoso Sistema telefónico inalámbrico de 4 auriculares M86 Negro,Contoso Sistema telefónico inalámbrico de 4 auriculares M86 Negro,29,"Contoso, Ltd",Contoso,2,Normal,2,Product0501008,2,Negro,2,kilogramos,1,centímetros,1,Alto,"16,55","35,99",2006-12-31,Off
1324,Contoso Central de conmutación automática M65 Negro,Contoso Central de conmutación automática M65 Negro,29,"Contoso, Ltd",Contoso,2,Normal,3,Product0501009,2,Negro,"2,4",kilogramos,1,centímetros,1,Alto,"17,93","38,99",2005-06-16,Off
1325,Contoso Central de conmutación automática M90 Negro,Contoso Central de conmutación automática M90 Negro,29,"Contoso, Ltd",Contoso,2,Normal,1,Product0501010,2,Negro,"2,7",kilogramos,1,centímetros,1,Alto,"18,39","39,99",2006-09-03,Off
1326,Contoso Sistema telefónico Centrex L10 Negro,Contoso Sistema telefónico Centrex L10 Negro,29,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0501011,2,Negro,2,kilogramos,1,centímetros,1,Alto,"14,24","42,99",2007-02-28,Off
1327,Contoso Delante de Centrex L15 Negro,Contoso Delante de Centrex L15 Negro,29,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0501012,2,Negro,5,kilogramos,1,centímetros,1,Alto,"15,57","46,99",2006-07-13,Off
1328,Contoso detrás de Centrex X15 Negro,Contoso detrás de Centrex X15 Negro,29,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0501013,2,Negro,"2,7",kilogramos,1,centímetros,1,Alto,"16,56","49,99",2004-09-16,Off
1329,Contoso Teléfono con memoria para 13 números (210) M301 Negro,Contoso Teléfono con memoria para 13 números (210) M301 Negro,29,"Contoso, Ltd",Contoso,2,Normal,2,Product0501014,2,Negro,"1,5",kilogramos,1,centímetros,1,Alto,"7,81","16,99",2006-08-02,Off
1330,Contoso Sistema telefónico inalámbrico ampliable M008 Negro,Contoso Sistema telefónico inalámbrico ampliable M008 Negro,29,"Contoso, Ltd",Contoso,2,Normal,1,Product0501015,2,Negro,8,kilogramos,1,centímetros,1,Alto,"10,57","22,99",2005-11-13,Off
1331,Contoso Auricular accesorio de sistema telefónico con cargador M308 Negro,Contoso Auricular accesorio de sistema telefónico con cargador M308 Negro,29,"Contoso, Ltd",Contoso,2,Normal,1,Product0501016,2,Negro,"2,9",kilogramos,1,centímetros,1,Alto,"12,41","26,99",2007-11-15,Off
